Team,Season_Start,Season_End,Rk,Player,Salary
Sacramento Kings,1995,1996,7,Duane Causwell,"$1,830,000"
Sacramento Kings,1995,1996,8,Tyrone Corbin,"$1,700,000"
Sacramento Kings,1995,1996,9,Michael Smith,"$1,340,000"
Sacramento Kings,1995,1996,10,Brian Grant,"$1,050,000"
Sacramento Kings,1995,1996,11,Corliss Williamson,"$923,000"
Sacramento Kings,1995,1996,12,Byron Houston,"$800,000"
Sacramento Kings,1995,1996,13,Tyus Edney,"$210,000"
Sacramento Kings,1995,1996,14,Clint McDaniel,"$200,000"
Sacramento Kings,1996,1997,1,Billy Owens,"$3,773,000"
Sacramento Kings,1996,1997,2,Mitch Richmond,"$3,575,000"
Sacramento Kings,1996,1997,3,Lionel Simmons,"$3,194,000"
Sacramento Kings,1996,1997,4,Olden Polynice,"$3,140,000"
Sacramento Kings,1996,1997,5,Mahmoud Abdul-Rauf,"$3,100,000"
Sacramento Kings,1996,1997,6,Bobby Hurley,"$3,068,000"
Sacramento Kings,1996,1997,7,Duane Causwell,"$2,215,000"
Sacramento Kings,1996,1997,8,Michael Smith,"$1,570,000"
Sacramento Kings,1996,1997,9,Brian Grant,"$1,293,000"
Sacramento Kings,1996,1997,10,Kevin Gamble,"$1,196,000"
Sacramento Kings,1996,1997,11,Corliss Williamson,"$1,051,000"
Sacramento Kings,1996,1997,12,Tyus Edney,"$247,500"
Sacramento Kings,1996,1997,13,Kevin Salvadori,"$247,500"
Sacramento Kings,1996,1997,14,Devin Gray,"$150,200"
Sacramento Kings,1997,1998,1,Billy Owens,"$4,225,200"
Sacramento Kings,1997,1998,2,Lionel Simmons,"$3,716,500"
Sacramento Kings,1997,1998,3,Olden Polynice,"$3,610,000"
Sacramento Kings,1997,1998,4,Bobby Hurley,"$3,552,000"
Sacramento Kings,1997,1998,5,Mahmoud Abdul-Rauf,"$3,300,000"
Sacramento Kings,1997,1998,6,Mitch Richmond,"$3,000,000"
Sacramento Kings,1997,1998,7,Michael Smith,"$1,920,000"
Sacramento Kings,1997,1998,8,Kevin Gamble,"$1,420,250"
Sacramento Kings,1997,1998,9,Tariq Abdul-Wahad,"$1,226,880"
Sacramento Kings,1997,1998,10,Corliss Williamson,"$1,199,520"
Sacramento Kings,1997,1998,11,Gary Grant,"$600,000"
Sacramento Kings,1997,1998,12,Terry Dehere,"$500,000"
Sacramento Kings,1997,1998,13,Kevin Salvadori,"$300,000"
Sacramento Kings,1997,1998,14,Derek Grimm,"$242,000"
Sacramento Kings,1997,1998,15,Anthony Johnson,"$242,000"
Sacramento Kings,1997,1998,16,Michael Stewart,"$242,000"
Sacramento Kings,1997,1998,17,Matt Fish,"$150,000"
Sacramento Kings,1997,1998,18,Stacey King,"$100,000"
Sacramento Kings,1998,1999,1,Chris Webber,"$10,000,000"
Sacramento Kings,1998,1999,2,Vlade Divac,"$8,300,000"
Sacramento Kings,1998,1999,3,Lionel Simmons,"$4,238,500"
Sacramento Kings,1998,1999,4,Kevin Gamble,"$1,645,000"
Sacramento Kings,1998,1999,5,Jason Williams,"$1,460,000"
Sacramento Kings,1998,1999,6,Tariq Abdul-Wahad,"$1,411,000"
Sacramento Kings,1998,1999,7,Vernon Maxwell,"$1,000,000"
Sacramento Kings,1998,1999,8,Oliver Miller,"$600,000"
Sacramento Kings,1998,1999,9,Jon Barry,"$600,000"
Sacramento Kings,1998,1999,10,Terry Dehere,"$575,000"
Sacramento Kings,1998,1999,11,Corliss Williamson,"$500,000"
Sacramento Kings,1998,1999,12,Chris Robinson,"$375,000"
Sacramento Kings,1998,1999,13,Michael Hawkins,"$350,000"
Sacramento Kings,1998,1999,14,Scot Pollard,"$350,000"
Sacramento Kings,1998,1999,15,Jerome James,"$287,500"
Sacramento Kings,1999,2000,1,Chris Webber,"$11,000,000"
Sacramento Kings,1999,2000,2,Vlade Divac,"$8,837,774"
Sacramento Kings,1999,2000,3,Nick Anderson,"$5,051,906"
Sacramento Kings,1999,2000,4,Corliss Williamson,"$3,560,000"
Sacramento Kings,1999,2000,5,Lawrence Funderburke,"$2,400,000"
Sacramento Kings,1999,2000,6,Jason Williams,"$1,879,920"
Sacramento Kings,1999,2000,7,Kevin Gamble,"$1,868,750"
Sacramento Kings,1999,2000,8,Peja Stojakovic,"$1,310,400"
Sacramento Kings,1999,2000,9,Scot Pollard,"$1,000,000"
Sacramento Kings,1999,2000,10,Jon Barry,"$800,000"
Sacramento Kings,1999,2000,11,Darrick Martin,"$572,500"
Sacramento Kings,1999,2000,12,Tyrone Corbin,"$510,000"
Sacramento Kings,1999,2000,13,Bill Wennington,"$510,000"
Sacramento Kings,1999,2000,14,Tony Delk,"$485,000"
Sacramento Kings,1999,2000,15,Ryan Robertson,"$301,875"
Sacramento Kings,1999,2000,16,Art Long,"$25,000"
Sacramento Kings,2000,2001,1,Chris Webber,"$12,000,000"
Sacramento Kings,2000,2001,2,Vlade Divac,"$9,640,000"
Sacramento Kings,2000,2001,3,Scot Pollard,"$3,920,000"
Sacramento Kings,2000,2001,4,Nick Anderson,"$3,750,000"
Sacramento Kings,2000,2001,5,Doug Christie,"$3,140,000"
Sacramento Kings,2000,2001,6,Jon Barry,"$2,730,000"
Sacramento Kings,2000,2001,7,Lawrence Funderburke,"$2,700,000"
Sacramento Kings,2000,2001,8,Bobby Jackson,"$2,250,000"
Sacramento Kings,2000,2001,9,Jason Williams,"$2,011,080"
Sacramento Kings,2000,2001,10,Peja Stojakovic,"$1,480,000"
Sacramento Kings,2000,2001,11,Hedo Turkoglu,"$1,131,240"
Sacramento Kings,2000,2001,12,Darrick Martin,"$673,500"
Sacramento Kings,2000,2001,13,Roy Rogers,"$523,500"
Sacramento Kings,2000,2001,14,Jabari Smith,"$316,969"
Sacramento Kings,2001,2002,1,Chris Webber,"$12,750,000"
Sacramento Kings,2001,2002,2,Vlade Divac,"$10,444,642"
Sacramento Kings,2001,2002,3,Doug Christie,"$5,200,000"
Sacramento Kings,2001,2002,4,Peja Stojakovic,"$5,000,000"
Sacramento Kings,2001,2002,5,Scot Pollard,"$4,344,187"
Sacramento Kings,2001,2002,6,Mike Bibby,"$4,174,893"
Sacramento Kings,2001,2002,7,Brent Price,"$3,680,000"
Sacramento Kings,2001,2002,8,Lawrence Funderburke,"$3,025,000"
Sacramento Kings,2001,2002,9,Bobby Jackson,"$2,475,000"
Sacramento Kings,2001,2002,10,Mateen Cleaves,"$1,347,480"
Sacramento Kings,2001,2002,11,Hedo Turkoglu,"$1,216,080"
Sacramento Kings,2001,2002,12,Gerald Wallace,"$797,880"
Sacramento Kings,2001,2002,13,Jabari Smith,"$465,850"
Sacramento Kings,2002,2003,1,Chris Webber,"$14,343,750"
Sacramento Kings,2002,2003,2,Vlade Divac,"$11,248,076"
Sacramento Kings,2002,2003,3,Mike Bibby,"$8,500,000"
Sacramento Kings,2002,2003,4,Doug Christie,"$6,250,000"
Sacramento Kings,2002,2003,5,Peja Stojakovic,"$5,625,000"
Sacramento Kings,2002,2003,6,Scot Pollard,"$4,826,874"
Sacramento Kings,2002,2003,7,Keon Clark,"$4,546,000"
Sacramento Kings,2002,2003,8,Brent Price,"$4,048,000"
Sacramento Kings,2002,2003,9,Lawrence Funderburke,"$3,300,000"
Sacramento Kings,2002,2003,10,Bobby Jackson,"$2,700,000"
Sacramento Kings,2002,2003,11,Mateen Cleaves,"$1,441,440"
Sacramento Kings,2002,2003,12,Hedo Turkoglu,"$1,300,920"
Sacramento Kings,2002,2003,13,Gerald Wallace,"$857,760"
Sacramento Kings,2002,2003,14,Jim Jackson,"$791,341"
Sacramento Kings,2002,2003,15,Damon Jones,"$637,435"
Sacramento Kings,2003,2004,1,Chris Webber,"$15,937,500"
Sacramento Kings,2003,2004,2,Vlade Divac,"$12,051,510"
Sacramento Kings,2003,2004,3,Mike Bibby,"$9,500,000"
Sacramento Kings,2003,2004,4,Brad Miller,"$7,000,000"
Sacramento Kings,2003,2004,5,Doug Christie,"$6,900,000"
Sacramento Kings,2003,2004,6,Peja Stojakovic,"$6,250,000"
Sacramento Kings,2003,2004,7,Lawrence Funderburke,"$3,600,000"
Sacramento Kings,2003,2004,8,Bobby Jackson,"$2,925,000"
Sacramento Kings,2003,2004,9,Tony Massenburg,"$1,070,000"
Sacramento Kings,2003,2004,10,Anthony Peeler,"$1,070,000"
Sacramento Kings,2003,2004,11,Gerald Wallace,"$917,520"
Sacramento Kings,2003,2004,12,Jabari Smith,"$638,679"
Sacramento Kings,2003,2004,13,Darius Songaila,"$366,931"
Sacramento Kings,2003,2004,14,Rodney Buford,"$145,686"
Sacramento Kings,2004,2005,1,Chris Webber,"$17,531,250"
Sacramento Kings,2004,2005,2,Mike Bibby,"$10,500,000"
Sacramento Kings,2004,2005,3,Brad Miller,"$7,875,000"
Sacramento Kings,2004,2005,4,Doug Christie,"$7,550,000"
Sacramento Kings,2004,2005,5,Peja Stojakovic,"$6,875,000"
Sacramento Kings,2004,2005,6,Greg Ostertag,"$4,000,000"
Sacramento Kings,2004,2005,7,Bobby Jackson,"$3,150,000"
Sacramento Kings,2004,2005,8,Darius Songaila,"$1,600,000"
Sacramento Kings,2004,2005,9,Kevin Martin,"$872,040"
Sacramento Kings,2004,2005,10,Matt Barnes,"$695,046"
Sacramento Kings,2004,2005,11,Maurice Evans,"$695,046"
Sacramento Kings,2004,2005,12,Erik Daniels,"$385,277"
Sacramento Kings,2004,2005,13,Courtney Alexander,"$79,029"
Sacramento Kings,2005,2006,1,Mike Bibby,"$11,500,000"
Sacramento Kings,2005,2006,2,Brad Miller,"$8,750,000"
Sacramento Kings,2005,2006,3,Bonzi Wells,"$8,000,000"
Sacramento Kings,2005,2006,4,Peja Stojakovic,"$7,500,000"
Sacramento Kings,2005,2006,5,Kenny Thomas,"$6,500,000"
Sacramento Kings,2005,2006,6,Corliss Williamson,"$6,000,000"
Sacramento Kings,2005,2006,7,Shareef Abdur-Rahim,"$5,000,000"
Sacramento Kings,2005,2006,8,Brian Skinner,"$4,950,000"
Sacramento Kings,2005,2006,9,Jason Hart,"$1,540,000"
Sacramento Kings,2005,2006,10,Francisco Garcia,"$1,016,400"
Sacramento Kings,2005,2006,11,Kevin Martin,"$937,440"
Sacramento Kings,2005,2006,12,Jamal Sampson,"$719,373"
Sacramento Kings,2005,2006,13,Ronnie Price,"$398,762"
Sacramento Kings,2006,2007,1,Mike Bibby,"$12,500,000"
Sacramento Kings,2006,2007,2,Brad Miller,"$9,625,000"
Sacramento Kings,2006,2007,3,Metta World Peace,"$7,526,316"
Sacramento Kings,2006,2007,4,Kenny Thomas,"$7,187,500"
Sacramento Kings,2006,2007,5,Corliss Williamson,"$6,500,000"
Sacramento Kings,2006,2007,6,Shareef Abdur-Rahim,"$5,400,000"
Sacramento Kings,2006,2007,7,John Salmons,"$4,400,000"
Sacramento Kings,2006,2007,8,Vitaly Potapenko,"$3,674,584"
Sacramento Kings,2006,2007,9,Jason Hart,"$1,680,000"
Sacramento Kings,2006,2007,10,Quincy Douby,"$1,240,920"
Sacramento Kings,2006,2007,11,Francisco Garcia,"$1,092,600"
Sacramento Kings,2006,2007,12,Maurice Taylor,"$1,065,918"
Sacramento Kings,2006,2007,13,Kevin Martin,"$1,002,840"
Sacramento Kings,2006,2007,14,Ronnie Price,"$664,209"
Sacramento Kings,2006,2007,15,Loren Woods,"$300,000"
Sacramento Kings,2006,2007,16,Justin Williams,"$261,724"
Sacramento Kings,2006,2007,17,Sergei Monia,"$100,000"
Sacramento Kings,2006,2007,18,Louis Amundson,"$75,000"
Sacramento Kings,2007,2008,1,Brad Miller,"$10,500,000"
Sacramento Kings,2007,2008,2,Kenny Thomas,"$7,875,000"
Sacramento Kings,2007,2008,3,Metta World Peace,"$7,400,000"
Sacramento Kings,2007,2008,4,Shareef Abdur-Rahim,"$5,800,000"
Sacramento Kings,2007,2008,5,Mikki Moore,"$5,356,000"
Sacramento Kings,2007,2008,6,John Salmons,"$4,752,000"
Sacramento Kings,2007,2008,7,Tyronn Lue,"$3,500,000"
Sacramento Kings,2007,2008,8,Lorenzen Wright,"$3,250,000"
Sacramento Kings,2007,2008,9,Shelden Williams,"$3,174,240"
Sacramento Kings,2007,2008,10,Anthony Johnson,"$2,860,000"
Sacramento Kings,2007,2008,11,Spencer Hawes,"$2,028,600"
Sacramento Kings,2007,2008,12,Kevin Martin,"$1,808,121"
Sacramento Kings,2007,2008,13,Quincy Douby,"$1,333,920"
Sacramento Kings,2007,2008,14,Francisco Garcia,"$1,168,800"
Sacramento Kings,2007,2008,15,Justin Williams,"$862,456"
Sacramento Kings,2007,2008,16,Beno Udrih,"$788,349"
Sacramento Kings,2007,2008,17,Dahntay Jones,"$753,767"
Sacramento Kings,2007,2008,18,Darryl Watkins,"$109,461"
Sacramento Kings,2007,2008,19,Orien Green,"$77,061"
Sacramento Kings,2007,2008,20,Mustafa Shakur,"$5,450"
Sacramento Kings,2008,2009,1,Kevin Martin,"$8,760,335"
Sacramento Kings,2008,2009,2,Kenny Thomas,"$8,562,500"
Sacramento Kings,2008,2009,3,Andres Nocioni,"$8,000,000"
Sacramento Kings,2008,2009,4,Drew Gooden,"$7,151,183"
Sacramento Kings,2008,2009,5,Bobby Jackson,"$6,487,888"
Sacramento Kings,2008,2009,6,Mikki Moore,"$5,632,200"
Sacramento Kings,2008,2009,7,Beno Udrih,"$5,585,000"
Sacramento Kings,2008,2009,8,Ike Diogu,"$2,912,823"
Sacramento Kings,2008,2009,9,Rashad McCants,"$2,620,126"
Sacramento Kings,2008,2009,10,Spencer Hawes,"$2,180,760"
Sacramento Kings,2008,2009,11,Francisco Garcia,"$1,983,454"
Sacramento Kings,2008,2009,12,Jason Thompson,"$1,893,840"
Sacramento Kings,2008,2009,13,Cedric Simmons,"$1,742,760"
Sacramento Kings,2008,2009,14,Quincy Douby,"$1,427,040"
Sacramento Kings,2008,2009,15,Calvin Booth,"$1,319,651"
Sacramento Kings,2008,2009,16,Sam Cassell,"$1,262,275"
Sacramento Kings,2008,2009,17,Donte Greene,"$971,160"
Sacramento Kings,2008,2009,18,Will Solomon,"$711,517"
Sacramento Kings,2009,2010,1,Larry Hughes,"$13,655,268"
Sacramento Kings,2009,2010,2,Kenny Thomas,"$8,775,000"
Sacramento Kings,2009,2010,3,Andres Nocioni,"$7,500,000"
Sacramento Kings,2009,2010,4,Shareef Abdur-Rahim,"$6,600,000"
Sacramento Kings,2009,2010,5,Beno Udrih,"$6,031,800"
Sacramento Kings,2009,2010,6,Francisco Garcia,"$5,800,000"
Sacramento Kings,2009,2010,7,Tyreke Evans,"$3,610,080"
Sacramento Kings,2009,2010,8,Carl Landry,"$3,000,000"
Sacramento Kings,2009,2010,9,Spencer Hawes,"$2,332,800"
Sacramento Kings,2009,2010,10,Jason Thompson,"$2,035,920"
Sacramento Kings,2009,2010,11,Mikki Moore,"$2,000,000"
Sacramento Kings,2009,2010,12,Omri Casspi,"$1,167,000"
Sacramento Kings,2009,2010,13,Donte Greene,"$1,044,000"
Sacramento Kings,2009,2010,14,Sean May,"$884,881"
Sacramento Kings,2009,2010,15,Joey Dorsey,"$881,000"
Sacramento Kings,2009,2010,16,Ime Udoka,"$838,034"
Sacramento Kings,2009,2010,17,Dominic McGuire,"$825,497"
Sacramento Kings,2009,2010,18,Jon Brockman,"$457,588"
Sacramento Kings,2009,2010,19,Desmond Mason,"$76,850"
Sacramento Kings,2010,2011,1,Samuel Dalembert,"$13,428,129"
Sacramento Kings,2010,2011,2,Beno Udrih,"$6,478,600"
Sacramento Kings,2010,2011,3,Francisco Garcia,"$5,500,000"
Sacramento Kings,2010,2011,4,Tyreke Evans,"$3,880,920"
Sacramento Kings,2010,2011,5,DeMarcus Cousins,"$3,374,640"
Sacramento Kings,2010,2011,6,Marquis Daniels,"$2,470,000"
Sacramento Kings,2010,2011,7,Jason Thompson,"$2,178,000"
Sacramento Kings,2010,2011,8,Omri Casspi,"$1,254,480"
Sacramento Kings,2010,2011,9,Donte Greene,"$1,116,840"
Sacramento Kings,2010,2011,10,Luther Head,"$992,680"
Sacramento Kings,2010,2011,11,Antoine Wright,"$992,680"
Sacramento Kings,2010,2011,12,Darnell Jackson,"$854,389"
Sacramento Kings,2010,2011,13,Jermaine Taylor,"$780,871"
Sacramento Kings,2010,2011,14,Marcus Thornton,"$762,195"
Sacramento Kings,2010,2011,15,Hassan Whiteside,"$730,437"
Sacramento Kings,2010,2011,16,Eugene Jeter,"$473,604"
Sacramento Kings,2011,2012,1,John Salmons,"$8,500,000"
Sacramento Kings,2011,2012,2,Marcus Thornton,"$7,000,000"
Sacramento Kings,2011,2012,3,Francisco Garcia,"$5,800,000"
Sacramento Kings,2011,2012,4,Chuck Hayes,"$5,250,000"
Sacramento Kings,2011,2012,5,Tyreke Evans,"$4,151,640"
Sacramento Kings,2011,2012,6,DeMarcus Cousins,"$3,627,720"
Sacramento Kings,2011,2012,7,Jason Thompson,"$3,001,284"
Sacramento Kings,2011,2012,8,Travis Outlaw,"$3,000,000"
Sacramento Kings,2011,2012,9,J.J. Hickson,"$2,354,537"
Sacramento Kings,2011,2012,10,Jimmer Fredette,"$2,238,360"
Sacramento Kings,2011,2012,11,Donte Greene,"$2,015,896"
Sacramento Kings,2011,2012,12,Tyler Honeycutt,"$775,000"
Sacramento Kings,2011,2012,13,Hassan Whiteside,"$762,195"
Sacramento Kings,2011,2012,14,Isaiah Thomas,"$473,604"
Sacramento Kings,2012,2013,1,John Salmons,"$8,083,000"
Sacramento Kings,2012,2013,2,Marcus Thornton,"$7,525,000"
Sacramento Kings,2012,2013,3,Chuck Hayes,"$5,486,250"
Sacramento Kings,2012,2013,4,Tyreke Evans,"$5,251,825"
Sacramento Kings,2012,2013,5,Jason Thompson,"$5,250,000"
Sacramento Kings,2012,2013,6,DeMarcus Cousins,"$3,880,800"
Sacramento Kings,2012,2013,7,Aaron Brooks,"$3,250,000"
Sacramento Kings,2012,2013,8,Travis Outlaw,"$3,000,000"
Sacramento Kings,2012,2013,9,James Johnson,"$2,812,006"
Sacramento Kings,2012,2013,10,Cole Aldrich,"$2,445,480"
Sacramento Kings,2012,2013,11,Jimmer Fredette,"$2,406,240"
Sacramento Kings,2012,2013,12,Patrick Patterson,"$2,096,760"
Sacramento Kings,2012,2013,13,Toney Douglas,"$2,067,880"
Sacramento Kings,2012,2013,14,Isaiah Thomas,"$762,195"
Sacramento Kings,2013,2014,1,Rudy Gay,"$17,888,931"
Sacramento Kings,2013,2014,2,Marcus Thornton,"$8,050,000"
Sacramento Kings,2013,2014,3,John Salmons,"$7,583,000"
Sacramento Kings,2013,2014,4,Carl Landry,"$6,500,000"
Sacramento Kings,2013,2014,5,Chuck Hayes,"$5,722,500"
Sacramento Kings,2013,2014,6,Jason Thompson,"$5,643,750"
Sacramento Kings,2013,2014,7,DeMarcus Cousins,"$4,916,974"
Sacramento Kings,2013,2014,8,Luc Mbah a Moute,"$4,588,384"
Sacramento Kings,2013,2014,9,Aaron Brooks,"$3,396,250"
Sacramento Kings,2013,2014,10,Patrick Patterson,"$3,105,302"
Sacramento Kings,2013,2014,11,Travis Outlaw,"$3,000,000"
Sacramento Kings,2013,2014,12,Ben McLemore,"$2,895,960"
Sacramento Kings,2013,2014,13,Jimmer Fredette,"$2,439,840"
Sacramento Kings,2013,2014,14,Greivis Vasquez,"$2,150,188"
Sacramento Kings,2013,2014,15,Isaiah Thomas,"$884,293"
Sacramento Kings,2014,2015,1,Rudy Gay,"$19,317,325"
Sacramento Kings,2014,2015,2,DeMarcus Cousins,"$13,701,250"
Sacramento Kings,2014,2015,3,Carl Landry,"$6,500,000"
Sacramento Kings,2014,2015,4,Derrick Williams,"$6,331,404"
Sacramento Kings,2014,2015,5,Jason Thompson,"$6,037,500"
Sacramento Kings,2014,2015,6,Darren Collison,"$4,797,664"
Sacramento Kings,2014,2015,7,Andre Miller,"$4,625,000"
Sacramento Kings,2014,2015,8,Ben McLemore,"$3,026,280"
Sacramento Kings,2014,2015,9,Nik Stauskas,"$2,745,840"
Sacramento Kings,2014,2015,10,Reggie Evans,"$1,768,653"
Sacramento Kings,2014,2015,11,Ryan Hollins,"$1,316,809"
Sacramento Kings,2014,2015,12,Omri Casspi,"$1,063,384"
Sacramento Kings,2014,2015,13,Wayne Ellington,"$923,780"
Sacramento Kings,2014,2015,14,Ray McCallum,"$816,482"
Sacramento Kings,2014,2015,15,Eric Moreland,"$507,336"
Sacramento Kings,2014,2015,16,Quincy Miller,"$107,676"
Sacramento Kings,2014,2015,17,David Stockton,"$29,843"
Sacramento Kings,2014,2015,18,David Wear,"$29,843"
Sacramento Kings,2014,2015,19,Sim Bhullar,"$29,843"
Sacramento Kings,2015,2016,1,DeMarcus Cousins,"$14,728,844"
Sacramento Kings,2015,2016,2,Rudy Gay,"$12,403,101"
Sacramento Kings,2015,2016,3,Rajon Rondo,"$9,500,000"
Sacramento Kings,2015,2016,4,Kosta Koufos,"$7,500,000"
Sacramento Kings,2015,2016,5,Marco Belinelli,"$6,333,333"
Sacramento Kings,2015,2016,6,Darren Collison,"$5,013,559"
Sacramento Kings,2015,2016,7,Willie Cauley-Stein,"$3,398,280"
Sacramento Kings,2015,2016,8,Ben McLemore,"$3,156,600"
Sacramento Kings,2015,2016,9,Omri Casspi,"$3,000,000"
Sacramento Kings,2015,2016,10,Caron Butler,"$1,499,187"
Sacramento Kings,2015,2016,11,James Anderson,"$1,015,421"
Sacramento Kings,2015,2016,12,Quincy Acy,"$981,348"
Sacramento Kings,2015,2016,13,Seth Curry,"$947,276"
Sacramento Kings,2015,2016,14,Wayne Ellington,"$923,670"
Sacramento Kings,2015,2016,15,Eric Moreland,"$845,059"
Sacramento Kings,2015,2016,16,Duje Dukan,"$525,093"
Sacramento Kings,2015,2016,17,Marshall Henderson,"$35,000"
Sacramento Kings,2015,2016,18,Vince Hunter,"$35,000"
San Antonio Spurs,1990,1991,1,David Robinson,"$2,265,000"
San Antonio Spurs,1990,1991,2,Terry Cummings,"$1,860,000"
San Antonio Spurs,1990,1991,3,Sean Elliott,"$1,800,000"
San Antonio Spurs,1990,1991,4,Paul Pressey,"$900,000"
San Antonio Spurs,1990,1991,5,Sidney Green,"$837,000"
San Antonio Spurs,1990,1991,6,David Wingate,"$750,000"
San Antonio Spurs,1990,1991,7,Willie Anderson,"$725,000"
San Antonio Spurs,1990,1991,8,Dave Greenwood,"$650,000"
San Antonio Spurs,1990,1991,9,Dwayne Schintzius,"$520,000"
San Antonio Spurs,1990,1991,10,Rod Strickland,"$400,000"
San Antonio Spurs,1990,1991,11,Sean Higgins,"$150,000"
San Antonio Spurs,1990,1991,12,Tony Massenburg,"$150,000"
San Antonio Spurs,1990,1991,13,Avery Johnson,"$50,000"
San Antonio Spurs,1991,1992,1,David Robinson,"$2,240,000"
San Antonio Spurs,1991,1992,2,Terry Cummings,"$1,861,000"
San Antonio Spurs,1991,1992,3,Sean Elliott,"$1,802,000"
San Antonio Spurs,1991,1992,4,Antoine Carr,"$1,263,000"
San Antonio Spurs,1991,1992,5,Sidney Green,"$1,063,000"
San Antonio Spurs,1991,1992,6,Paul Pressey,"$1,000,000"
San Antonio Spurs,1991,1992,7,Willie Anderson,"$775,000"
San Antonio Spurs,1991,1992,8,Rod Strickland,"$400,000"
San Antonio Spurs,1991,1992,9,Tony Massenburg,"$200,000"
San Antonio Spurs,1991,1992,10,Greg Sutton,"$175,000"
San Antonio Spurs,1991,1992,11,Tom Copa,"$160,000"
San Antonio Spurs,1991,1992,12,Kevin Pritchard,"$158,000"
San Antonio Spurs,1991,1992,13,Vinnie Johnson,"$130,000"
San Antonio Spurs,1991,1992,14,Donald Royal,"$130,000"
San Antonio Spurs,1991,1992,15,Morlon Wiley,"$130,000"
San Antonio Spurs,1991,1992,16,Dave Greenwood,"$100,000"
San Antonio Spurs,1992,1993,1,David Robinson,"$5,720,000"
San Antonio Spurs,1992,1993,2,Terry Cummings,"$2,407,000"
San Antonio Spurs,1992,1993,3,Willie Anderson,"$2,075,000"
San Antonio Spurs,1992,1993,4,Sean Elliott,"$1,802,000"
San Antonio Spurs,1992,1993,5,J.R. Reid,"$1,250,000"
San Antonio Spurs,1992,1993,6,Antoine Carr,"$1,233,000"
San Antonio Spurs,1992,1993,7,Dale Ellis,"$1,000,000"
San Antonio Spurs,1992,1993,8,Vinny Del Negro,"$920,000"
San Antonio Spurs,1992,1993,9,Larry Smith,"$500,000"
San Antonio Spurs,1992,1993,10,David Wood,"$375,000"
San Antonio Spurs,1992,1993,11,Vinnie Johnson,"$210,000"
San Antonio Spurs,1992,1993,12,Kevin Pritchard,"$158,000"
San Antonio Spurs,1992,1993,13,Lloyd Daniels,"$140,000"
San Antonio Spurs,1992,1993,14,Avery Johnson,"$140,000"
San Antonio Spurs,1992,1993,15,Sam Mack,"$140,000"
San Antonio Spurs,1992,1993,16,Matt Othick,"$13,000"
San Antonio Spurs,1993,1994,1,David Robinson,"$5,740,000"
San Antonio Spurs,1993,1994,2,Dennis Rodman,"$2,450,000"
San Antonio Spurs,1993,1994,3,Terry Cummings,"$2,407,000"
San Antonio Spurs,1993,1994,4,Willie Anderson,"$2,075,000"
San Antonio Spurs,1993,1994,5,J.R. Reid,"$1,818,000"
San Antonio Spurs,1993,1994,6,Antoine Carr,"$1,353,000"
San Antonio Spurs,1993,1994,7,Dale Ellis,"$1,300,000"
San Antonio Spurs,1993,1994,8,Vinny Del Negro,"$1,195,365"
San Antonio Spurs,1993,1994,9,Negele Knight,"$496,000"
San Antonio Spurs,1993,1994,10,Lloyd Daniels,"$182,000"
San Antonio Spurs,1993,1994,11,Sleepy Floyd,"$150,000"
San Antonio Spurs,1993,1994,12,Chris Whitney,"$150,000"
San Antonio Spurs,1994,1995,1,David Robinson,"$7,300,000"
San Antonio Spurs,1994,1995,2,Dennis Rodman,"$2,500,000"
San Antonio Spurs,1994,1995,3,Terry Cummings,"$2,406,600"
San Antonio Spurs,1994,1995,4,J.R. Reid,"$2,215,000"
San Antonio Spurs,1994,1995,5,Willie Anderson,"$2,075,000"
San Antonio Spurs,1994,1995,6,Vinny Del Negro,"$1,471,000"
San Antonio Spurs,1994,1995,7,Sean Elliott,"$1,350,000"
San Antonio Spurs,1994,1995,8,Chuck Person,"$1,300,000"
San Antonio Spurs,1994,1995,9,Avery Johnson,"$650,000"
San Antonio Spurs,1994,1995,10,Moses Malone,"$468,750"
San Antonio Spurs,1994,1995,11,Lloyd Daniels,"$250,000"
San Antonio Spurs,1994,1995,12,Chris Whitney,"$182,900"
San Antonio Spurs,1994,1995,13,Jack Haley,"$150,000"
San Antonio Spurs,1994,1995,14,Julius Nwosu,"$150,000"
San Antonio Spurs,1994,1995,15,Corey Crowder,"$142,982"
San Antonio Spurs,1994,1995,16,Doc Rivers,"$109,750"
San Antonio Spurs,1995,1996,1,David Robinson,"$7,700,000"
San Antonio Spurs,1995,1996,2,Sean Elliott,"$5,333,000"
San Antonio Spurs,1995,1996,3,J.R. Reid,"$2,658,000"
San Antonio Spurs,1995,1996,4,Vinny Del Negro,"$1,747,000"
San Antonio Spurs,1995,1996,5,Chuck Person,"$1,690,000"
San Antonio Spurs,1995,1996,6,Will Perdue,"$1,340,000"
San Antonio Spurs,1995,1996,7,Carl Herrera,"$1,300,000"
San Antonio Spurs,1995,1996,8,Doc Rivers,"$1,150,000"
San Antonio Spurs,1995,1996,9,Avery Johnson,"$845,000"
San Antonio Spurs,1995,1996,10,Cory Alexander,"$490,000"
San Antonio Spurs,1995,1996,11,Greg Anderson,"$485,000"
San Antonio Spurs,1995,1996,12,Brad Lohaus,"$485,000"
San Antonio Spurs,1995,1996,13,Dell Demps,"$225,000"
San Antonio Spurs,1996,1997,1,David Robinson,"$9,952,000"
