Team,Season_Start,Season_End,Rk,Player,Salary
Dallas Mavericks,1996,1997,15,Fred Roberts,"$247,500"
Dallas Mavericks,1996,1997,16,Erick Strickland,"$220,000"
Dallas Mavericks,1997,1998,1,Shawn Bradley,"$5,940,000"
Dallas Mavericks,1997,1998,2,A.C. Green,"$5,095,088"
Dallas Mavericks,1997,1998,3,Robert Pack,"$3,240,000"
Dallas Mavericks,1997,1998,4,Dennis Scott,"$2,920,000"
Dallas Mavericks,1997,1998,5,Khalid Reeves,"$1,852,000"
Dallas Mavericks,1997,1998,6,Erick Strickland,"$1,600,000"
Dallas Mavericks,1997,1998,7,Samaki Walker,"$1,433,040"
Dallas Mavericks,1997,1998,8,Kurt Thomas,"$1,398,960"
Dallas Mavericks,1997,1998,9,Michael Finley,"$816,840"
Dallas Mavericks,1997,1998,10,Chris Anstey,"$713,900"
Dallas Mavericks,1997,1998,11,Martin Muursepp,"$675,120"
Dallas Mavericks,1997,1998,12,Hubert Davis,"$537,500"
Dallas Mavericks,1997,1998,13,Adrian Caldwell,"$272,250"
Dallas Mavericks,1997,1998,14,Kevin Ollie,"$272,250"
Dallas Mavericks,1997,1998,15,Bubba Wells,"$260,000"
Dallas Mavericks,1997,1998,16,Ace Custis,"$242,000"
Dallas Mavericks,1998,1999,1,Shawn Bradley,"$6,750,000"
Dallas Mavericks,1998,1999,2,Michael Finley,"$6,000,000"
Dallas Mavericks,1998,1999,3,A.C. Green,"$5,125,088"
Dallas Mavericks,1998,1999,4,Robert Pack,"$3,780,000"
Dallas Mavericks,1998,1999,5,Khalid Reeves,"$2,002,000"
Dallas Mavericks,1998,1999,6,Erick Strickland,"$1,920,000"
Dallas Mavericks,1998,1999,7,Hot Rod Williams,"$1,750,000"
Dallas Mavericks,1998,1999,8,Samaki Walker,"$1,619,880"
Dallas Mavericks,1998,1999,9,Dirk Nowitzki,"$1,472,640"
Dallas Mavericks,1998,1999,10,Steve Nash,"$1,190,760"
Dallas Mavericks,1998,1999,11,Gary Trent,"$1,000,000"
Dallas Mavericks,1998,1999,12,Chris Anstey,"$985,200"
Dallas Mavericks,1998,1999,13,Cedric Ceballos,"$750,000"
Dallas Mavericks,1998,1999,14,Hubert Davis,"$645,000"
Dallas Mavericks,1998,1999,15,Ansu Sesay,"$287,500"
Dallas Mavericks,1998,1999,16,Bruno Sundov,"$287,500"
Dallas Mavericks,1999,2000,1,Shawn Bradley,"$7,560,000"
Dallas Mavericks,1999,2000,2,Michael Finley,"$7,200,000"
Dallas Mavericks,1999,2000,3,Steve Nash,"$5,500,000"
Dallas Mavericks,1999,2000,4,Robert Pack,"$4,050,000"
Dallas Mavericks,1999,2000,5,Cedric Ceballos,"$3,500,000"
Dallas Mavericks,1999,2000,6,Erick Strickland,"$2,240,000"
Dallas Mavericks,1999,2000,7,Gary Trent,"$2,000,000"
Dallas Mavericks,1999,2000,8,Hot Rod Williams,"$1,925,000"
Dallas Mavericks,1999,2000,9,Sean Rooks,"$1,920,000"
Dallas Mavericks,1999,2000,10,Dirk Nowitzki,"$1,583,040"
Dallas Mavericks,1999,2000,11,Hubert Davis,"$752,500"
Dallas Mavericks,1999,2000,12,Ansu Sesay,"$535,000"
Dallas Mavericks,1999,2000,13,Leon Smith,"$449,920"
Dallas Mavericks,1999,2000,14,Bruno Sundov,"$385,000"
Dallas Mavericks,1999,2000,15,Randell Jackson,"$115,500"
Dallas Mavericks,1999,2000,16,Rick Hughes,"$115,423"
Dallas Mavericks,1999,2000,17,Damon Jones,"$106,441"
Dallas Mavericks,1999,2000,18,Greg Buckner,"$47,647"
Dallas Mavericks,1999,2000,19,Kebu Stewart,"$18,941"
Dallas Mavericks,1999,2000,20,Ira Bowman,"$4,529"
Dallas Mavericks,1999,2000,21,Kevin Ollie,"$2,853"
Dallas Mavericks,1999,2000,22,Jason Sasser,"$2,706"
Dallas Mavericks,2000,2001,1,Michael Finley,"$8,400,000"
Dallas Mavericks,2000,2001,2,Shawn Bradley,"$8,370,000"
Dallas Mavericks,2000,2001,3,Christian Laettner,"$6,625,000"
Dallas Mavericks,2000,2001,4,Steve Nash,"$5,500,000"
Dallas Mavericks,2000,2001,5,Loy Vaught,"$4,812,025"
Dallas Mavericks,2000,2001,6,Howard Eisley,"$4,250,000"
Dallas Mavericks,2000,2001,7,Gary Trent,"$2,400,000"
Dallas Mavericks,2000,2001,8,Hubert Davis,"$2,100,000"
Dallas Mavericks,2000,2001,9,Dirk Nowitzki,"$1,693,560"
Dallas Mavericks,2000,2001,10,Terry Mills,"$1,400,000"
Dallas Mavericks,2000,2001,11,Etan Thomas,"$1,388,880"
Dallas Mavericks,2000,2001,12,Courtney Alexander,"$1,319,400"
Dallas Mavericks,2000,2001,13,Greg Buckner,"$1,100,000"
Dallas Mavericks,2000,2001,14,Donnell Harvey,"$862,560"
Dallas Mavericks,2000,2001,15,Leon Smith,"$483,680"
Dallas Mavericks,2000,2001,16,Bill Curley,"$423,500"
Dallas Mavericks,2000,2001,17,Eduardo Najera,"$316,969"
Dallas Mavericks,2001,2002,1,Juwan Howard,"$18,750,000"
Dallas Mavericks,2001,2002,2,Michael Finley,"$10,625,000"
Dallas Mavericks,2001,2002,3,Steve Nash,"$5,750,000"
Dallas Mavericks,2001,2002,4,Shawn Bradley,"$4,500,000"
Dallas Mavericks,2001,2002,5,Tim Hardaway,"$3,360,390"
Dallas Mavericks,2001,2002,6,Evan Eschmeyer,"$3,038,000"
Dallas Mavericks,2001,2002,7,Dirk Nowitzki,"$2,157,595"
Dallas Mavericks,2001,2002,8,Muggsy Bogues,"$1,520,860"
Dallas Mavericks,2001,2002,9,Danny Manning,"$1,500,000"
Dallas Mavericks,2001,2002,10,Greg Buckner,"$1,200,000"
Dallas Mavericks,2001,2002,11,Johnny Newman,"$1,000,000"
Dallas Mavericks,2001,2002,12,Donnell Harvey,"$927,360"
Dallas Mavericks,2001,2002,13,Darrick Martin,"$778,350"
Dallas Mavericks,2001,2002,14,Adrian Griffin,"$565,850"
Dallas Mavericks,2001,2002,15,Leon Smith,"$517,360"
Dallas Mavericks,2001,2002,16,Khalid El-Amin,"$465,850"
Dallas Mavericks,2001,2002,17,Eduardo Najera,"$465,850"
Dallas Mavericks,2001,2002,18,Wang Zhizhi,"$465,850"
Dallas Mavericks,2001,2002,19,Omar Cook,"$292,230"
Dallas Mavericks,2001,2002,20,Ruben Wolkowyski,"$79,535"
Dallas Mavericks,2002,2003,1,Michael Finley,"$11,953,125"
Dallas Mavericks,2002,2003,2,Nick Van Exel,"$11,061,234"
Dallas Mavericks,2002,2003,3,Dirk Nowitzki,"$10,067,750"
Dallas Mavericks,2002,2003,4,Raef LaFrentz,"$7,270,000"
Dallas Mavericks,2002,2003,5,Steve Nash,"$5,750,000"
Dallas Mavericks,2002,2003,6,Tariq Abdul-Wahad,"$5,625,000"
Dallas Mavericks,2002,2003,7,Avery Johnson,"$4,991,800"
Dallas Mavericks,2002,2003,8,Shawn Bradley,"$4,000,000"
Dallas Mavericks,2002,2003,9,Evan Eschmeyer,"$3,103,800"
Dallas Mavericks,2002,2003,10,Eduardo Najera,"$3,047,620"
Dallas Mavericks,2002,2003,11,Muggsy Bogues,"$1,659,120"
Dallas Mavericks,2002,2003,12,Popeye Jones,"$1,030,000"
Dallas Mavericks,2002,2003,13,Walt Williams,"$1,030,000"
Dallas Mavericks,2002,2003,14,Danny Manning,"$900,000"
Dallas Mavericks,2002,2003,15,Adrian Griffin,"$637,435"
Dallas Mavericks,2002,2003,16,Raja Bell,"$612,435"
Dallas Mavericks,2002,2003,17,Adam Harrington,"$140,636"
Dallas Mavericks,2002,2003,18,Mark Strickland,"$60,361"
Dallas Mavericks,2003,2004,1,Antoine Walker,"$13,500,000"
Dallas Mavericks,2003,2004,2,Michael Finley,"$13,281,250"
Dallas Mavericks,2003,2004,3,Antawn Jamison,"$11,326,219"
Dallas Mavericks,2003,2004,4,Dirk Nowitzki,"$11,326,219"
Dallas Mavericks,2003,2004,5,Tariq Abdul-Wahad,"$6,187,500"
Dallas Mavericks,2003,2004,6,Steve Nash,"$5,750,000"
Dallas Mavericks,2003,2004,7,Danny Fortson,"$5,428,602"
Dallas Mavericks,2003,2004,8,Shawn Bradley,"$3,500,000"
Dallas Mavericks,2003,2004,9,Eduardo Najera,"$3,428,572"
Dallas Mavericks,2003,2004,10,Tony Delk,"$2,925,000"
Dallas Mavericks,2003,2004,11,Travis Best,"$938,679"
Dallas Mavericks,2003,2004,12,Josh Howard,"$773,400"
Dallas Mavericks,2003,2004,13,Muggsy Bogues,"$437,420"
Dallas Mavericks,2003,2004,14,Marquis Daniels,"$366,931"
Dallas Mavericks,2003,2004,15,Jon Stefansson,"$366,931"
Dallas Mavericks,2004,2005,1,Michael Finley,"$14,609,375"
Dallas Mavericks,2004,2005,2,Dirk Nowitzki,"$12,584,688"
Dallas Mavericks,2004,2005,3,Alan Henderson,"$8,273,125"
Dallas Mavericks,2004,2005,4,Erick Dampier,"$7,700,000"
Dallas Mavericks,2004,2005,5,Jason Terry,"$7,500,000"
Dallas Mavericks,2004,2005,6,Jerry Stackhouse,"$7,437,500"
Dallas Mavericks,2004,2005,7,Tariq Abdul-Wahad,"$6,750,000"
Dallas Mavericks,2004,2005,8,Calvin Booth,"$5,900,700"
Dallas Mavericks,2004,2005,9,Marquis Daniels,"$4,903,000"
Dallas Mavericks,2004,2005,10,Shawn Bradley,"$4,000,000"
Dallas Mavericks,2004,2005,11,Evan Eschmeyer,"$3,407,655"
Dallas Mavericks,2004,2005,12,Devin Harris,"$2,741,880"
Dallas Mavericks,2004,2005,13,Darrell Armstrong,"$2,275,000"
Dallas Mavericks,2004,2005,14,Avery Johnson,"$1,100,000"
Dallas Mavericks,2004,2005,15,Pavel Podkolzin,"$1,061,880"
Dallas Mavericks,2004,2005,16,Josh Howard,"$863,640"
Dallas Mavericks,2004,2005,17,Didier Ilunga-Mbenga,"$800,000"
Dallas Mavericks,2005,2006,1,Michael Finley,"$15,937,500"
Dallas Mavericks,2005,2006,2,Keith Van Horn,"$15,694,250"
Dallas Mavericks,2005,2006,3,Dirk Nowitzki,"$13,843,156"
Dallas Mavericks,2005,2006,4,Erick Dampier,"$8,662,500"
Dallas Mavericks,2005,2006,5,Jerry Stackhouse,"$8,367,187"
Dallas Mavericks,2005,2006,6,Jason Terry,"$6,666,667"
Dallas Mavericks,2005,2006,7,Marquis Daniels,"$5,393,300"
Dallas Mavericks,2005,2006,8,Shawn Bradley,"$4,500,000"
Dallas Mavericks,2005,2006,9,Evan Eschmeyer,"$3,711,400"
Dallas Mavericks,2005,2006,10,Tariq Abdul-Wahad,"$3,656,250"
Dallas Mavericks,2005,2006,11,Devin Harris,"$2,947,440"
Dallas Mavericks,2005,2006,12,DeSagana Diop,"$1,850,000"
Dallas Mavericks,2005,2006,13,Doug Christie,"$1,575,000"
Dallas Mavericks,2005,2006,14,Pavel Podkolzin,"$1,141,560"
Dallas Mavericks,2005,2006,15,Darrell Armstrong,"$1,138,500"
Dallas Mavericks,2005,2006,16,Josh Howard,"$923,880"
Dallas Mavericks,2005,2006,17,Didier Ilunga-Mbenga,"$880,000"
Dallas Mavericks,2005,2006,18,Adrian Griffin,"$768,718"
Dallas Mavericks,2005,2006,19,Rawle Marshall,"$398,762"
Dallas Mavericks,2005,2006,20,Josh Powell,"$398,762"
Dallas Mavericks,2006,2007,1,Michael Finley,"$16,141,999"
Dallas Mavericks,2006,2007,2,Dirk Nowitzki,"$15,101,625"
Dallas Mavericks,2006,2007,3,Erick Dampier,"$9,628,000"
Dallas Mavericks,2006,2007,4,Jerry Stackhouse,"$9,296,874"
Dallas Mavericks,2006,2007,5,Jason Terry,"$8,100,000"
Dallas Mavericks,2006,2007,6,Austin Croshere,"$7,300,000"
Dallas Mavericks,2006,2007,7,Shawn Bradley,"$4,800,000"
Dallas Mavericks,2006,2007,8,Greg Buckner,"$3,240,741"
Dallas Mavericks,2006,2007,9,Devin Harris,"$3,153,120"
Dallas Mavericks,2006,2007,10,DeSagana Diop,"$1,998,000"
Dallas Mavericks,2006,2007,11,Devean George,"$1,974,259"
Dallas Mavericks,2006,2007,12,Tariq Abdul-Wahad,"$1,968,750"
Dallas Mavericks,2006,2007,13,Josh Howard,"$1,667,603"
Dallas Mavericks,2006,2007,14,Didier Ilunga-Mbenga,"$1,628,959"
Dallas Mavericks,2006,2007,15,Maurice Ager,"$906,480"
Dallas Mavericks,2006,2007,16,Pavel Podkolzin,"$600,000"
Dallas Mavericks,2006,2007,17,Jose Barea,"$412,718"
Dallas Mavericks,2006,2007,18,Pops Mensah-Bonsu,"$412,718"
Dallas Mavericks,2006,2007,19,Pat Carroll,"$110,000"
Dallas Mavericks,2006,2007,20,Ndudi Ebi,"$90,000"
Dallas Mavericks,2007,2008,1,Jason Kidd,"$19,728,000"
Dallas Mavericks,2007,2008,2,Michael Finley,"$18,593,750"
Dallas Mavericks,2007,2008,3,Dirk Nowitzki,"$16,360,094"
Dallas Mavericks,2007,2008,4,Erick Dampier,"$10,590,500"
Dallas Mavericks,2007,2008,5,Josh Howard,"$9,000,000"
Dallas Mavericks,2007,2008,6,Jason Terry,"$8,898,000"
Dallas Mavericks,2007,2008,7,Jerry Stackhouse,"$6,750,000"
Dallas Mavericks,2007,2008,8,Devean George,"$2,369,111"
Dallas Mavericks,2007,2008,9,Eddie Jones,"$1,830,000"
Dallas Mavericks,2007,2008,10,Didier Ilunga-Mbenga,"$1,800,000"
Dallas Mavericks,2007,2008,11,Antoine Wright,"$1,680,600"
Dallas Mavericks,2007,2008,12,Juwan Howard,"$1,211,197"
Dallas Mavericks,2007,2008,13,Malik Allen,"$998,398"
Dallas Mavericks,2007,2008,14,Brandon Bass,"$770,610"
Dallas Mavericks,2007,2008,15,Jose Barea,"$687,456"
Dallas Mavericks,2007,2008,16,Nick Fazekas,"$427,163"
Dallas Mavericks,2008,2009,1,Jason Kidd,"$21,372,000"
Dallas Mavericks,2008,2009,2,Dirk Nowitzki,"$18,077,904"
Dallas Mavericks,2008,2009,3,Erick Dampier,"$11,553,000"
Dallas Mavericks,2008,2009,4,Josh Howard,"$9,945,000"
Dallas Mavericks,2008,2009,5,Jason Terry,"$9,196,000"
Dallas Mavericks,2008,2009,6,Jerry Stackhouse,"$7,000,000"
Dallas Mavericks,2008,2009,7,Matt Carroll,"$5,050,000"
Dallas Mavericks,2008,2009,8,Didier Ilunga-Mbenga,"$1,971,941"
Dallas Mavericks,2008,2009,9,Antoine Wright,"$1,800,000"
Dallas Mavericks,2008,2009,10,Devean George,"$1,600,000"
Dallas Mavericks,2008,2009,11,Shawne Williams,"$1,572,960"
Dallas Mavericks,2008,2009,12,Jose Barea,"$1,500,000"
Dallas Mavericks,2008,2009,13,Ryan Hollins,"$972,581"
Dallas Mavericks,2008,2009,14,Keith McLeod,"$926,678"
Dallas Mavericks,2008,2009,15,Gerald Green,"$854,957"
Dallas Mavericks,2008,2009,16,Brandon Bass,"$826,269"
Dallas Mavericks,2008,2009,17,James Singleton,"$826,269"
Dallas Mavericks,2009,2010,1,Dirk Nowitzki,"$19,795,714"
Dallas Mavericks,2009,2010,2,Erick Dampier,"$12,115,500"
Dallas Mavericks,2009,2010,3,Jason Terry,"$9,862,500"
Dallas Mavericks,2009,2010,4,Caron Butler,"$9,780,970"
Dallas Mavericks,2009,2010,5,Jason Kidd,"$8,000,000"
Dallas Mavericks,2009,2010,6,Shawn Marion,"$6,635,068"
Dallas Mavericks,2009,2010,7,Brendan Haywood,"$6,000,000"
Dallas Mavericks,2009,2010,8,Matt Carroll,"$4,700,000"
Dallas Mavericks,2009,2010,9,DeShawn Stevenson,"$3,886,928"
Dallas Mavericks,2009,2010,10,Eduardo Najera,"$3,100,000"
Dallas Mavericks,2009,2010,11,Jose Barea,"$1,657,500"
Dallas Mavericks,2009,2010,12,Tim Thomas,"$1,306,455"
Dallas Mavericks,2009,2010,13,Rodrigue Beaubois,"$1,075,440"
Dallas Mavericks,2009,2010,14,Greg Buckner,"$1,000,000"
Dallas Mavericks,2010,2011,1,Dirk Nowitzki,"$17,278,618"
Dallas Mavericks,2010,2011,2,Tyson Chandler,"$12,600,000"
Dallas Mavericks,2010,2011,3,Jason Terry,"$10,650,000"
Dallas Mavericks,2010,2011,4,Caron Butler,"$10,561,960"
Dallas Mavericks,2010,2011,5,Jason Kidd,"$8,610,500"
Dallas Mavericks,2010,2011,6,Shawn Marion,"$7,305,500"
Dallas Mavericks,2010,2011,7,Brendan Haywood,"$6,900,000"
Dallas Mavericks,2010,2011,8,DeShawn Stevenson,"$4,151,786"
Dallas Mavericks,2010,2011,9,Jose Barea,"$1,815,000"
Dallas Mavericks,2010,2011,10,Brian Cardinal,"$1,352,181"
Dallas Mavericks,2010,2011,11,Rodrigue Beaubois,"$1,156,080"
Dallas Mavericks,2010,2011,12,Dominique Jones,"$1,110,120"
Dallas Mavericks,2010,2011,13,Ian Mahinmi,"$762,196"
Dallas Mavericks,2010,2011,14,Peja Stojakovic,"$636,320"
Dallas Mavericks,2010,2011,15,Steve Novak,"$384,766"
Dallas Mavericks,2010,2011,16,Sasha Pavlovic,"$134,863"
Dallas Mavericks,2011,2012,1,Dirk Nowitzki,"$19,092,873"
Dallas Mavericks,2011,2012,2,Jason Terry,"$11,158,000"
Dallas Mavericks,2011,2012,3,Jason Kidd,"$10,121,000"
Dallas Mavericks,2011,2012,4,Lamar Odom,"$8,900,000"
Dallas Mavericks,2011,2012,5,Shawn Marion,"$8,022,449"
Dallas Mavericks,2011,2012,6,Brendan Haywood,"$7,624,500"
Dallas Mavericks,2011,2012,7,Vince Carter,"$3,000,000"
Dallas Mavericks,2011,2012,8,Brian Cardinal,"$1,352,181"
Dallas Mavericks,2011,2012,9,Rodrigue Beaubois,"$1,236,720"
Dallas Mavericks,2011,2012,10,Dominique Jones,"$1,193,280"
Dallas Mavericks,2011,2012,11,Delonte West,"$1,146,337"
Dallas Mavericks,2011,2012,12,Yi Jianlian,"$827,197"
Dallas Mavericks,2011,2012,13,Andy Rautins,"$788,872"
Dallas Mavericks,2012,2013,1,Dirk Nowitzki,"$20,907,128"
Dallas Mavericks,2012,2013,2,Shawn Marion,"$8,646,364"
Dallas Mavericks,2012,2013,3,Chris Kaman,"$8,000,000"
Dallas Mavericks,2012,2013,4,Brendan Haywood,"$6,299,000"
Dallas Mavericks,2012,2013,5,O.J. Mayo,"$4,020,000"
Dallas Mavericks,2012,2013,6,Anthony Morrow,"$4,000,000"
Dallas Mavericks,2012,2013,7,Vince Carter,"$3,090,000"
Dallas Mavericks,2012,2013,8,Darren Collison,"$2,319,344"
Dallas Mavericks,2012,2013,9,Rodrigue Beaubois,"$2,227,333"
Dallas Mavericks,2012,2013,10,Elton Brand,"$2,100,500"
Dallas Mavericks,2012,2013,11,Dominique Jones,"$1,276,560"
Dallas Mavericks,2012,2013,12,Jared Cunningham,"$1,156,320"
Dallas Mavericks,2012,2013,13,Delonte West,"$992,680"
Dallas Mavericks,2012,2013,14,Mike James,"$795,401"
Dallas Mavericks,2012,2013,15,Jae Crowder,"$600,491"
Dallas Mavericks,2012,2013,16,Bernard James,"$473,604"
Dallas Mavericks,2012,2013,17,Troy Murphy,"$214,758"
Dallas Mavericks,2012,2013,18,Derek Fisher,"$182,942"
Dallas Mavericks,2012,2013,19,Chris Douglas-Roberts,"$72,892"
Dallas Mavericks,2012,2013,20,Eddy Curry,"$23,852"
Dallas Mavericks,2013,2014,1,Dirk Nowitzki,"$22,721,381"
Dallas Mavericks,2013,2014,2,Shawn Marion,"$9,316,796"
Dallas Mavericks,2013,2014,3,Monta Ellis,"$8,000,000"
Dallas Mavericks,2013,2014,4,Jose Calderon,"$6,791,570"
Dallas Mavericks,2013,2014,5,Brandan Wright,"$5,000,000"
Dallas Mavericks,2013,2014,6,Samuel Dalembert,"$3,700,748"
Dallas Mavericks,2013,2014,7,Vince Carter,"$3,180,000"
Dallas Mavericks,2013,2014,8,Wayne Ellington,"$2,652,000"
Dallas Mavericks,2013,2014,9,Shane Larkin,"$1,536,960"
Dallas Mavericks,2013,2014,10,Devin Harris,"$1,272,279"
Dallas Mavericks,2013,2014,11,DeJuan Blair,"$947,907"
Dallas Mavericks,2013,2014,12,Jae Crowder,"$788,872"
Dallas Mavericks,2013,2014,13,Bernard James,"$788,872"
Dallas Mavericks,2013,2014,14,Fab Melo,"$788,872"
Dallas Mavericks,2014,2015,1,Chandler Parsons,"$14,700,000"
Dallas Mavericks,2014,2015,2,Tyson Chandler,"$14,598,888"
Dallas Mavericks,2014,2015,3,Rajon Rondo,"$12,909,091"
Dallas Mavericks,2014,2015,4,Monta Ellis,"$8,360,000"
Dallas Mavericks,2014,2015,5,Dirk Nowitzki,"$7,974,482"
Dallas Mavericks,2014,2015,6,Brendan Haywood,"$7,798,000"
Dallas Mavericks,2014,2015,7,Devin Harris,"$3,878,000"
Dallas Mavericks,2014,2015,8,Raymond Felton,"$3,793,693"
Dallas Mavericks,2014,2015,9,Richard Jefferson,"$1,448,490"
Dallas Mavericks,2014,2015,10,Charlie Villanueva,"$1,316,809"
Dallas Mavericks,2014,2015,11,Jose Barea,"$1,310,286"
Dallas Mavericks,2014,2015,12,Al-Farouq Aminu,"$981,084"
Dallas Mavericks,2014,2015,13,Greg Smith,"$948,163"
Dallas Mavericks,2014,2015,14,Bernard James,"$915,243"
Dallas Mavericks,2014,2015,15,Ricky Ledo,"$816,482"
Dallas Mavericks,2014,2015,16,Gal Mekel,"$816,482"
Dallas Mavericks,2014,2015,17,Dwight Powell,"$507,336"
Dallas Mavericks,2014,2015,18,Amar'e Stoudemire,"$485,670"
Dallas Mavericks,2014,2015,19,Bernard James,"$236,866"
Dallas Mavericks,2014,2015,20,Eric Griffin,"$150,000"
Dallas Mavericks,2014,2015,21,Ivan Johnson,"$25,000"
Dallas Mavericks,2015,2016,1,Wesley Matthews,"$16,400,000"
Dallas Mavericks,2015,2016,2,Chandler Parsons,"$15,361,500"
Dallas Mavericks,2015,2016,3,Dirk Nowitzki,"$8,333,334"
Dallas Mavericks,2015,2016,4,Deron Williams,"$5,500,000"
Dallas Mavericks,2015,2016,5,Zaza Pachulia,"$5,200,000"
Dallas Mavericks,2015,2016,6,Devin Harris,"$4,053,000"
Dallas Mavericks,2015,2016,7,J.J. Barea,"$4,000,000"
Dallas Mavericks,2015,2016,8,Raymond Felton,"$3,950,313"
Dallas Mavericks,2015,2016,9,David Lee,"$2,102,224"
Dallas Mavericks,2015,2016,10,Charlie Villanueva,"$1,499,187"
Dallas Mavericks,2015,2016,11,Samuel Dalembert,"$1,499,187"
Dallas Mavericks,2015,2016,12,Justin Anderson,"$1,449,000"
Dallas Mavericks,2015,2016,13,JaVale McGee,"$1,270,964"
Dallas Mavericks,2015,2016,14,Jeremy Evans,"$1,100,602"
Dallas Mavericks,2015,2016,15,Dwight Powell,"$845,059"
Dallas Mavericks,2015,2016,16,Maurice Ndour,"$525,094"
Dallas Mavericks,2015,2016,17,Salah Mejri,"$525,093"
Dallas Mavericks,2015,2016,18,Gal Mekel,"$315,760"
Dallas Mavericks,2015,2016,19,Brandon Ashley,"$50,000"
Dallas Mavericks,2015,2016,20,Jamil Wilson,"$50,000"
Dallas Mavericks,2015,2016,21,Jarrid Famous,"$10,000"
Denver Nuggets,1990,1991,1,Blair Rasmussen,"$2,185,000"
Denver Nuggets,1990,1991,2,Mahmoud Abdul-Rauf,"$1,660,000"
Denver Nuggets,1990,1991,3,Greg Anderson,"$1,365,000"
Denver Nuggets,1990,1991,4,Joe Wolf,"$990,000"
Denver Nuggets,1990,1991,5,Michael Adams,"$825,000"
Denver Nuggets,1990,1991,6,Orlando Woolridge,"$805,000"
Denver Nuggets,1990,1991,7,Todd Lichti,"$565,000"
Denver Nuggets,1990,1991,8,Bill Hanzlik,"$510,000"
Denver Nuggets,1990,1991,9,Jerome Lane,"$500,000"
Denver Nuggets,1990,1991,10,Anthony Cook,"$370,000"
Denver Nuggets,1990,1991,11,Kenny Battle,"$350,000"
Denver Nuggets,1990,1991,12,Marcus Liberty,"$210,000"
Denver Nuggets,1991,1992,1,Mahmoud Abdul-Rauf,"$2,008,000"
Denver Nuggets,1991,1992,2,Dikembe Mutombo,"$2,005,000"
Denver Nuggets,1991,1992,3,Greg Anderson,"$1,465,000"
Denver Nuggets,1991,1992,4,Mark Macon,"$970,000"
Denver Nuggets,1991,1992,5,Joe Wolf,"$763,000"
Denver Nuggets,1991,1992,6,Jerome Lane,"$640,000"
Denver Nuggets,1991,1992,7,Kevin Brooks,"$625,000"
Denver Nuggets,1991,1992,8,Todd Lichti,"$565,000"
Denver Nuggets,1991,1992,9,Bill Hanzlik,"$508,000"
Denver Nuggets,1991,1992,10,Scott Hastings,"$500,000"
Denver Nuggets,1991,1992,11,Anthony Cook,"$480,000"
Denver Nuggets,1991,1992,12,Winston Garland,"$450,000"
Denver Nuggets,1991,1992,13,Reggie Williams,"$425,000"
Denver Nuggets,1991,1992,14,Marcus Liberty,"$260,000"
Denver Nuggets,1991,1992,15,Walter Davis,"$215,000"
Denver Nuggets,1992,1993,1,Dikembe Mutombo,"$2,400,000"
Denver Nuggets,1992,1993,2,Mahmoud Abdul-Rauf,"$2,358,000"
Denver Nuggets,1992,1993,3,LaPhonso Ellis,"$1,900,000"
Denver Nuggets,1992,1993,4,Mark Macon,"$1,228,000"
Denver Nuggets,1992,1993,5,Reggie Williams,"$985,000"
Denver Nuggets,1992,1993,6,Bryant Stith,"$850,000"
Denver Nuggets,1992,1993,7,Kevin Brooks,"$800,000"
Denver Nuggets,1992,1993,8,Winston Garland,"$625,000"
Denver Nuggets,1992,1993,9,Scott Hastings,"$600,000"
Denver Nuggets,1992,1993,10,Anthony Cook,"$570,000"
Denver Nuggets,1992,1993,11,Todd Lichti,"$565,180"
Denver Nuggets,1992,1993,12,Marcus Liberty,"$360,000"
Denver Nuggets,1992,1993,13,Robert Pack,"$250,000"
Denver Nuggets,1992,1993,14,Robert Werdann,"$145,000"
Denver Nuggets,1992,1993,15,Gary Plummer,"$140,000"
Denver Nuggets,1993,1994,1,Dikembe Mutombo,"$3,000,000"
Denver Nuggets,1993,1994,2,LaPhonso Ellis,"$2,350,000"
Denver Nuggets,1993,1994,3,Mahmoud Abdul-Rauf,"$1,825,000"
Denver Nuggets,1993,1994,4,Alvin Robertson,"$1,408,000"
Denver Nuggets,1993,1994,5,Reggie Williams,"$1,258,000"
Denver Nuggets,1993,1994,6,Bison Dele,"$1,244,000"
Denver Nuggets,1993,1994,7,Mark Randall,"$1,200,000"
Denver Nuggets,1993,1994,8,Bryant Stith,"$1,100,000"
Denver Nuggets,1993,1994,9,Kevin Brooks,"$975,000"
Denver Nuggets,1993,1994,10,Tom Hammonds,"$800,000"
Denver Nuggets,1993,1994,11,Robert Pack,"$400,000"
Denver Nuggets,1993,1994,12,Robert Werdann,"$250,000"
Denver Nuggets,1993,1994,13,Darnell Mee,"$150,000"
Denver Nuggets,1993,1994,14,Rodney Rogers,"$150,000"
Denver Nuggets,1994,1995,1,Dikembe Mutombo,"$3,100,000"
Denver Nuggets,1994,1995,2,LaPhonso Ellis,"$2,731,000"
Denver Nuggets,1994,1995,3,Mahmoud Abdul-Rauf,"$2,200,000"
Denver Nuggets,1994,1995,4,Bison Dele,"$2,000,000"
Denver Nuggets,1994,1995,5,Reggie Williams,"$1,567,500"
Denver Nuggets,1994,1995,6,Rodney Rogers,"$1,560,000"
Denver Nuggets,1994,1995,7,Bryant Stith,"$1,375,000"
Denver Nuggets,1994,1995,8,Robert Pack,"$1,059,500"
Denver Nuggets,1994,1995,9,Dale Ellis,"$1,007,500"
Denver Nuggets,1994,1995,10,Jalen Rose,"$975,000"
